NRP,Stephen Oduro-Boakye,,M,50,251,0.6%,,,
UGM,Prince B. Aboagye,,M,30,74,0.2%,,,
,,Total Votes Cast,"45,554",Valid Votes,"45,113",Rejected Votes,441,Turn-Out:,67.6%
12 December 2007,,,,,,,Page 26 of 62,,

,,Electoral Commission of Ghana,,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,,
,,Date of Election:-,,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,,
Constituency,,LOWER MANYA KROBO,,,,,Registered Voters:,,"47,091",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Michael Teye Nyaunu,,,M,45,"13,876",53.0%,,,
NPP,Henry Dema Narh,,,M,68,"9,291",35.5%,,,
CPP,Gabriel Nater Apaflo Accam,,,M,54,"1,600",6.1%,,,
NRP,Thomas Narh Batsa,,,M,52,"1,062",4.1%,,,
PNC,Nartey Robert Kwasi,,,M,53,361,1.4%,,,
,,Total Votes Cast,,"26,535",Valid Votes,"26,190",Rejected Votes,345,Turn-Out:,56.3%
Constituency,,LOWER WEST AKIM,,,,,Registered Voters:,,"47,420",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Peter Kwaku Amoabeng,,,M,65,"18,103",56.1%,,,
NDC,Isaac Nti-Ababio Newton,,,M,46,"12,768",39.6%,,,
NRP,Felix Atta-Owusu,,,M,59,623,1.9%,,,
CPP,Mark Ayitey Kwablah,,,M,57,342,1.1%,,,
UGM,Joseph Otoo-Essilfie,,,M,33,234,0.7%,,,
PNC,Hassan Al-Haji Salisu,,,M,32,183,0.6%,,,
,,Total Votes Cast,,"32,538",Valid Votes,"32,253",Rejected Votes,285,Turn-Out:,68.6%
Constituency,,MPRAESO,,,,,Registered Voters:,,"39,722",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Dr. Francis Osafo-Mensah,,,M,64,"13,080",54.4%,,,
NDC,Mike K.S. Akyeampong,,,M,55,"10,318",42.9%,,,
PNC,Asiamah Godfried,,Nyarko,M,51,265,1.1%,,,
NRP,Kwabena Agyei,,,M,58,261,1.1%,,,
UGM,Aninakwa Samuel Kyeremanteng,,,M,30,113,0.5%,,,
,,Total Votes Cast,,"24,611",Valid Votes,"24,037",Rejected Votes,574,Turn-Out:,62.0%
12 December 2007,,,,,,,,Page 27 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,
Constituency,,NEW JUABEN NORTH,,,,Registered Voters:,,"28,223",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Hackman Owusu-Agyemang,,M,59,"14,499",73.0%,,,
NDC,Samuel Macneil Nimo,,M,45,"4,286",21.6%,,,
NRP,Joseph Obeng,,M,53,621,3.1%,,,
PNC,Samuel Effah Krofah,,M,37,272,1.4%,,,
CPP,Yaw Oti-Dankese,,M,42,178,0.9%,,,
,,Total Votes Cast,"20,089",Valid Votes,"19,856",Rejected Votes,233,Turn-Out:,71.2%
Constituency,,NKAWKAW,,,,Registered Voters:,,"50,057",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Kwabena Adusa Okerchiri,,M,40,"20,481",64.9%,,,
NDC,William Kwasi Agyare,,M,46,"8,574",27.2%,,,
CPP,Ebenezer Kese Antwi,,M,50,"1,716",5.4%,,,
NRP,Osei Aboagye Eugene,,M,36,456,1.4%,,,
PNC,Tatiga Samson Basuri,,M,38,314,1.0%,,,
,,Total Votes Cast,"31,661",Valid Votes,"31,541",Rejected Votes,120,Turn-Out:,63.2%
Constituency,,OKERE,,,,Registered Voters:,,"23,814",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,B.D.K. Adu,,M,58,"7,322",47.3%,,,
NDC,Fuzzy Torbay,,M,58,"7,313",47.2%,,,
CPP,Seth Otibu Mpare,,M,58,508,3.3%,,,
NRP,David Opare,,M,42,264,1.7%,,,
PNC,Simson Samuel Duodu,,M,43,77,0.5%,,,
,,Total Votes Cast,"15,821",Valid Votes,"15,484",Rejected Votes,337,Turn-Out:,66.4%
Constituency,,SUHUM,,,,Registered Voters:,,"46,549",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Ransford Yaw Agyepong,,M,46,"16,494",54.9%,,,
NDC,Julius Debrah,,M,34,"12,368",41.2%,,,
CPP,Maxwell Awuku,,M,54,672,2.2%,,,
NRP,Comfort Kwaasibea,,F,41,329,1.1%,,,
PNC,Arkon Jacob Kwaku,,M,58,175,0.6%,,,
,,Total Votes Cast,"30,464",Valid Votes,"30,038",Rejected Votes,426,Turn-Out:,65.4%
12 December 2007,,,,,,,Page 28 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,EASTERN,,,,,,,
Constituency,,UPPER MANYA KROBO,,,,Registered Voters:,,"37,319",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Stephen Kwao Amoanor,,M,49,"11,795",60.9%,,,
NPP,Joe Sam,,M,,"3,151",16.3%,,,
NRP,Narh Charles Kwesi,,M,56,"2,631",13.6%,,,
CPP,Terkper Solomon Tettey,,M,53,"1,090",5.6%,,,
PNC,Martin Adama Okai,,M,60,452,2.3%,,,
UGM,Teye Kwadjo Francis,,M,46,261,1.3%,,,
,,Total Votes Cast,"19,959",Valid Votes,"19,380",Rejected Votes,579,Turn-Out:,53.5%
Constituency,,UPPER WEST AKIM,,,,Registered Voters:,,"34,659",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Samuel Sallas-Mensah,,M,46,"12,150",54.0%,,,
NPP,Raymond Kwame Akuffour,,M,43,"8,983",39.9%,,,
CPP,Alex Addai-Mensah,,M,48,924,4.1%,,,
NRP,Joseph Cobbina Adika,,M,44,309,1.4%,,,
PNC,Ayisi Gyeke Opare,,M,45,137,0.6%,,,
,,Total Votes Cast,"22,986",Valid Votes,"22,503",Rejected Votes,483,Turn-Out:,66.3%
Constituency,,YILO KROBO,,,,Registered Voters:,,"49,834",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Daniel Tekpertey,,M,46,"13,960",49.1%,,,
NPP,Tettey Christian Kofi,,M,45,"9,264",32.6%,,,
NRP,Jonas Tetteh Numo,,M,34,"3,425",12.0%,,,
CPP,Dominic Tetteh Kofi,,M,58,"1,112",3.9%,,,
PNC,Hassan Kweku Carboo,,M,48,482,1.7%,,,
UGM,Joseph Kweku Ayerteye,,M,28,213,0.7%,,,
,,Total Votes Cast,"28,855",Valid Votes,"28,456",Rejected Votes,399,Turn-Out:,57.9%
12 December 2007,,,,,,,Page 29 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,ABLEKUMA CENTRAL,,,,Registered Voters:,,"109,539",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Victor Okuley Nortey,,M,42,"33,997",51.3%,,,
NDC,A.C.J. Vanderpuye,,M,58,"25,822",38.9%,,,
NRP,Aramansah Naa N. Barnor Forjoe,,F,40,"2,906",4.4%,,,
IND,Stephen Kwame Aloma,,M,40,"1,107",1.7%,,,
PNC,Anna Abugzio (Mrs),,F,,"1,029",1.6%,,,
CPP,Stephen A. Douglas Annor,,M,47,653,1.0%,,,
UGM,Edward Nartey Nettey-Marbell,,M,43,414,0.6%,,,
GCPP,S.A. Annorbah,,M,56,377,0.6%,,,
,,Total Votes Cast,"67,636",Valid Votes,"66,305",Rejected Votes,1331,Turn-Out:,61.7%
Constituency,,ABLEKUMA NORTH,,,,Registered Voters:,,"88,818",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Kwamena Bartels,,M,53,"34,508",69.2%,,,
NDC,Albert Okpoti Botchway,,M,40,"14,236",28.6%,,,
CPP,Doreen Naadjah Sackey,,F,47,"1,092",2.2%,,,
NRP,Isaac Kwakye Gyasi,,M,,,,,,
PNC,Abdul-Jalilu Awudu,,M,28,,,,,
,,Total Votes Cast,"50,012",Valid Votes,"49,836",Rejected Votes,176,Turn-Out:,56.3%
Constituency,,ABLEKUMA SOUTH,,,,Registered Voters:,,"139,130",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Theresa Ameley Tagoe,,F,57,"49,585",56.9%,,,
NDC,Dr. Nii Armah Josiah-Aryeh,,M,42,"34,963",40.1%,,,
IND,Michael N.A. Allotey Moffatt,,M,40,740,0.8%,,,
NRP,Amos Adama,,M,48,724,0.8%,,,
CPP,Nii-Armah Lomotey,,M,42,683,0.8%,,,
PNC,Sayid Ibrahim Obill,,M,57,464,0.5%,,,
,,Total Votes Cast,"87,896",Valid Votes,"87,159",Rejected Votes,737,Turn-Out:,63.2%
12 December 2007,,,,,,,Page 30 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,ADA,,,,Registered Voters:,,"49,352",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Amos Lawerh Buertey,,M,46,"13,317",54.7%,,,
CPP,WG CDR.(rtd) Patrick N. Sogbodj,,M,57,"9,688",39.8%,,,
NPP,Lorraine C. Tekpekie Dameh,,F,46,965,4.0%,,,
PNC,Hamidu Korley,,M,36,157,0.6%,,,
NRP,Emmanuel Ahuma Okoso T.,,M,37,127,0.5%,,,
UGM,Doku Mabel Mamle,,F,41,110,0.5%,,,
,,Total Votes Cast,"28,412",Valid Votes,"24,364",Rejected Votes,4048,Turn-Out:,57.6%
Constituency,,ASHIAMAN,,,,Registered Voters:,,"103,000",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Emmanuel K. Kwesi Teye,,M,50,"21,894",36.9%,,,
IND,Alfred Kwame Agbesi,,M,45,"20,088",33.8%,,,
NDC,Franklin W.K. Aheto,,M,47,"12,607",21.2%,,,
PNC,Doli Tetteh,,M,41,"1,134",1.9%,,,
NRP,Emmanuel Osabutey,,M,37,"1,115",1.9%,,,
UGM,Samuel Korku Amegah,,M,44,922,1.6%,,,
CPP,Joseph-Wills Kugblenu Doku,,M,54,874,1.5%,,,
IND,Nana Kwame Aboagye-Asare,,M,54,741,1.2%,,,
,,Total Votes Cast,"60,083",Valid Votes,"59,375",Rejected Votes,708,Turn-Out:,58.3%
Constituency,,AYAWASO CENTRAL,,,,Registered Voters:,,"89,606",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Sheikh Ibrahim Codjoe Quaye,,M,63,"30,052",56.6%,,,
NDC,Issaka Amon Kotei,,M,38,"19,812",37.3%,,,
PNC,David Bin-Kotten Nibi,,M,52,"1,279",2.4%,,,
NRP,Zenabu Rashid,,F,35,"1,113",2.1%,,,
CPP,Benjamin K.Ahemesah Appiah,,M,61,611,1.2%,,,
UGM,Aba Moro Ibrahim,,M,36,230,0.4%,,,
,,Total Votes Cast,"53,473",Valid Votes,"53,097",Rejected Votes,376,Turn-Out:,59.7%
12 December 2007,,,,,,,Page 31 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,AYAWASO WEST-WUOGON,,,,Registered Voters:,,"52,977",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,George Isaac Amoo,,M,38,"17,555",56.2%,,,
NDC,Elvis Afriyie-Ankrah,,M,33,"11,388",36.5%,,,
CPP,Jane Chinebuah,,F,50,"1,077",3.5%,,,
NRP,Mary Elsie Yirenkyi,,F,62,715,2.3%,,,
PNC,Samuel Addy,,M,24,477,1.5%,,,
,,Total Votes Cast,"31,648",Valid Votes,"31,212",Rejected Votes,436,Turn-Out:,59.7%
Constituency,,DADE KOTOPON,,,,Registered Voters:,,"100,448",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Godfried Ako-Nai,,M,46,"32,637",52.8%,,,
NDC,Slyvester A. Mensah,,M,37,"25,909",41.9%,,,
CPP,Nathaniel Okoe-Ahulu,,M,55,"1,258",2.0%,,,
PNC,Eric Kodi,,M,50,"1,032",1.7%,,,
NRP,Eric Osa Laate,,M,39,731,1.2%,,,
UGM,Benjamin Addotey Tetteh,,M,45,257,0.4%,,,
,,Total Votes Cast,"61,835",Valid Votes,"61,824",Rejected Votes,11,Turn-Out:,61.6%
Constituency,,EAST AYAWASO,,,,Registered Voters:,,"117,759",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Dr. Mustapha Ahmed,,M,44,"29,579",44.8%,,,
NPP,Kofi Wayo,,M,52,"29,026",43.9%,,,
PNC,Hajia Damata Sulemana,,F,45,"5,775",8.7%,,,
NRP,Awaah Robert Akannase,,M,41,960,1.5%,,,
CPP,Alhaji Ibrahim Futa,,M,39,727,1.1%,,,
UGM,Bismark Abdallah Agbagli,,M,44,,,,,
,,Total Votes Cast,"66,492",Valid Votes,"66,067",Rejected Votes,425,Turn-Out:,56.5%
12 December 2007,,,,,,,Page 32 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,GA NORTH,,,,Registered Voters:,,"111,178",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Sampson Ottu Darkoh,,M,58,"40,327",57.5%,,,
NDC,Daoud Anum Yemoh,,M,46,"24,889",35.5%,,,
NRP,Ibrahim Hollison,,M,47,"2,277",3.2%,,,
PNC,Daniel Azuma Besore,,M,42,"1,348",1.9%,,,
CPP,Charles Asiedu Kesseku,,M,54,723,1.0%,,,
UGM,Faustina Awasu,,F,36,627,0.9%,,,
,,Total Votes Cast,"70,296",Valid Votes,"70,191",Rejected Votes,105,Turn-Out:,63.2%
Constituency,,GA SOUTH,,,,Registered Voters:,,"118,182",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Ernest Attuquaye Armah,,M,43,"41,745",53.8%,,,
NPP,Samuel Nee-Aryeetey Attoh,,M,49,"30,425",39.2%,,,
CPP,Thelma Lantwei Lamptey,,F,39,"2,510",3.2%,,,
NRP,Abraham Lartey Joe,,M,26,"1,556",2.0%,,,
PNC,Daniel Addoquaye Pappoe,,M,54,"1,035",1.3%,,,
UGM,Edward Osei Bonsu,,M,44,335,0.4%,,,
,,Total Votes Cast,"78,849",Valid Votes,"77,606",Rejected Votes,1243,Turn-Out:,66.7%
Constituency,,KLOTTEY-KORLE,,,,Registered Voters:,,"94,473",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Nii Adu Daku Mante,,M,54,"29,240",51.7%,,,
NDC,David Lamptey,,M,49,"20,222",35.7%,,,
UGM,H.M. Nii Torgbor Cofie-Squire,,M,50,"2,717",4.8%,,,
CPP,Godwin Opare-Addo,,M,41,"2,298",4.1%,,,
NRP,Emmanuel C. Gustav-Lartey,,M,52,"1,343",2.4%,,,
PNC,Alhaji U. Babamma Mohammed,,M,38,747,1.3%,,,
,,Total Votes Cast,"57,058",Valid Votes,"56,567",Rejected Votes,491,Turn-Out:,60.4%
12 December 2007,,,,,,,Page 33 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,KPONE-KATAMANSO,,,,Registered Voters:,,"15,874",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Afieye Ashong,,F,60,"5,420",52.2%,,,
NPP,Emmanuel Amprong Agbozo,,M,64,"3,066",29.5%,,,
CPP,Godfried Allan Lomotey,,M,60,"1,297",12.5%,,,
PNC,Theophilus Tei Okunor,,M,39,418,4.0%,,,
NRP,Isaac Newtown A. Tetteh,,M,47,177,1.7%,,,
,,Total Votes Cast,"10,554",Valid Votes,"10,378",Rejected Votes,176,Turn-Out:,66.5%
Constituency,,KROWOR,,,,Registered Voters:,,"50,873",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Emmanuel Adjei Boye,,M,49,"14,275",46.5%,,,
NDC,Joshua Alabi,,M,42,"12,973",42.3%,,,
NRP,Seth Nakai-Akee Bortier,,M,53,"2,234",7.3%,,,
CPP,Theophilus M. Boye,,M,50,739,2.4%,,,
PNC,Joseph Nii-Anum Kpakpo,,M,45,395,1.3%,,,
UGM,Kudoto Egypt,,M,27,86,0.3%,,,
,,Total Votes Cast,"30,798",Valid Votes,"30,702",Rejected Votes,96,Turn-Out:,60.5%
Constituency,,LEDZOKUKU,,,,Registered Voters:,,"74,482",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Eddie Akita,,M,43,"21,082",48.4%,,,
NDC,Nii Adjei Boye Sekan,,M,41,"14,981",34.4%,,,
NRP,Ebenezer William Armah-Oblie,,M,49,"5,058",11.6%,,,
CPP,Seth Adjei Sowah,,M,67,"1,352",3.1%,,,
PNC,Ebenezer Nii Otoo Anang,,M,30,626,1.4%,,,
UGM,Joseph Adamah Tettey,,M,47,483,1.1%,,,
,,Total Votes Cast,"43,610",Valid Votes,"43,582",Rejected Votes,28,Turn-Out:,58.6%
12 December 2007,,,,,,,Page 34 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,NINGO-PRAMPRAM,,,,Registered Voters:,,"32,132",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Enoch Teye Mensah,,M,54,"12,206",78.0%,,,
NRP,Gwendolyn Sarah Addo,,F,49,"1,463",9.4%,,,
NPP,Joseph Gbli Nuete,,M,70,"1,068",6.8%,,,
CPP,Jonathan Teye Nartey Jnr.,,M,65,693,4.4%,,,
UGM,Benjamin Bernard Martey,,M,56,215,1.4%,,,
,,Total Votes Cast,"16,035",Valid Votes,"15,645",Rejected Votes,390,Turn-Out:,49.9%
Constituency,,ODODODIODOO,,,,Registered Voters:,,"99,740",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Reginald Niibi Ayi-Bonte,,M,36,"28,270",51.4%,,,
NDC,Nii Okaija Adamafio,,M,55,"24,181",43.9%,,,
NRP,Francisca Lamptey (Mrs),,F,41,"1,289",2.3%,,,
PNC,Baba Imoro,,M,35,678,1.2%,,,
CPP,David Kwarteboi Quartey,,M,43,461,0.8%,,,
UGM,Nii-Armah Tagoe,,M,52,171,0.3%,,,
,,Total Votes Cast,"55,603",Valid Votes,"55,050",Rejected Votes,553,Turn-Out:,55.7%
Constituency,,OKAIKWEI NORTH,,,,Registered Voters:,,"111,701",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Joseph Darko-Mensah,,M,58,"36,511",55.5%,,,
NDC,Mawuenyega Sally Okailey (Mrs),,F,60,"24,466",37.2%,,,
PNC,Alhajia Salamatu Ali-Lawal,,F,51,"2,268",3.4%,,,
NRP,Barikisu Shardow Shahad,,F,33,"1,328",2.0%,,,
CPP,Mettle Reindorf Nii Kwao,,M,47,"1,169",1.8%,,,
,,Total Votes Cast,"66,349",Valid Votes,"65,742",Rejected Votes,607,Turn-Out:,59.4%
12 December 2007,,,,,,,Page 35 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,OKAIKWEI SOUTH,,,,Registered Voters:,,"92,026",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Nana Akomea,,M,39,"34,179",64.5%,,,
NDC,Mercy Afrowa Needjan,,F,45,"16,460",31.1%,,,
CPP,Stanley Odotei Thompson,,M,50,"1,358",2.6%,,,
NRP,Nii Noi Narh,,M,47,692,1.3%,,,
UGM,Mutala Abdulai Bunsali,,M,36,274,0.5%,,,
,,Total Votes Cast,"53,543",Valid Votes,"52,963",Rejected Votes,580,Turn-Out:,58.2%
Constituency,,SHAI-OSUDOKU,,,,Registered Voters:,,"27,245",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Michael Afedi Gizo,,M,54,"10,562",50.6%,,,
NRP,Eric Abraham Nartey,,M,58,"4,844",23.2%,,,
NPP,Adjowerh Nortey M. Teye,,M,51,"4,439",21.3%,,,
CPP,John Awuku Dziwornu,,M,39,785,3.8%,,,
UGM,Richard Agyemang,,M,25,236,1.1%,,,
,,Total Votes Cast,"21,069",Valid Votes,"20,866",Rejected Votes,203,Turn-Out:,77.3%
Constituency,,TEMA EAST,,,,Registered Voters:,,"105,229",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Ishmael Ashitey,,M,46,"35,044",56.2%,,,
NDC,Eben T. Anuwa-Amarh,,M,40,"18,435",29.6%,,,
CPP,Dr. Frederick W. Asante Akuffo,,M,62,"5,028",8.1%,,,
NRP,William Kobb-Lumor,,M,42,"2,262",3.6%,,,
PNC,Erasmus Aruna Quao,,M,50,"1,198",1.9%,,,
UGM,Mensah Steve,,M,35,402,0.6%,,,
,,Total Votes Cast,"63,034",Valid Votes,"62,369",Rejected Votes,665,Turn-Out:,59.9%
12 December 2007,,,,,,,Page 36 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,GREATER ACCRA,,,,,,,
Constituency,,TEMA WEST,,,,Registered Voters:,,"62,125",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Abraham Ossei Aidooh,,M,47,"25,647",61.2%,,,
NDC,Flt.Lt. M.Godfrey Nii Tackey (rtd),,M,49,"10,860",25.9%,,,
CPP,Justice E.K. Jones-Mensah,,M,64,"2,887",6.9%,,,
NRP,Godfrey K. Binbey,,M,40,"1,520",3.6%,,,
PNC,Joyce Annan,,F,38,976,2.3%,,,
,,Total Votes Cast,"41,944",Valid Votes,"41,890",Rejected Votes,54,Turn-Out:,67.5%
12 December 2007,,,,,,,Page 37 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,BIMBILLA,,,,Registered Voters:,,"48,925",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Mohammed Ibn Chambas,,M,50,"18,611",61.3%,,,
NPP,Mohammed A. Wumbei,,M,49,"9,117",30.0%,,,
NRP,Iddi Aziz Iddisah,,M,48,"1,840",6.1%,,,
CPP,Kinjas S. Sulemana,,M,48,363,1.2%,,,
PNC,Nakugli Fusheini Mular,,M,50,278,0.9%,,,
UGM,Baba A. Fusheini,,M,37,175,0.6%,,,
,,Total Votes Cast,"32,230",Valid Votes,"30,384",Rejected Votes,1846,Turn-Out:,65.9%
Constituency,,BOLE,,,,Registered Voters:,,"24,508",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,John Dramani Mahama,,M,42,"9,109",67.7%,,,
NPP,Sulemana A. Achanso,,M,31,"2,566",19.1%,,,
CPP,Frank Langa Dari,,M,42,710,5.3%,,,
NRP,Richard Tetteh,,M,23,510,3.8%,,,
PNC,Tawiah James Mensah,,M,35,354,2.6%,,,
UGM,Alhassan Abudulai,,M,42,203,1.5%,,,
,,Total Votes Cast,"17,512",Valid Votes,"13,452",Rejected Votes,4060,Turn-Out:,71.5%
Constituency,,BUNKPURUGU/YUNYOO,,,,Registered Voters:,,"46,115",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Namburr Berrick,,M,41,"7,251",25.8%,,,
IND,Labik Joseph Yaani,,M,44,"6,206",22.1%,,,
IND,Elizabeth P. Poyari,,F,43,"4,224",15.0%,,,
PNC,James Lamisi Nawang,,M,50,"4,220",15.0%,,,
NPP,David Dubique Konlaa,,M,48,"3,779",13.4%,,,
NRP,Thomas Akar Gyimah,,M,42,"2,141",7.6%,,,
CPP,Konmong A. Elijah,,M,40,304,1.1%,,,
,,Total Votes Cast,"29,139",Valid Votes,"28,125",Rejected Votes,1014,Turn-Out:,63.2%
12 December 2007,,,,,,,Page 38 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,CHEREPONI,,,,Registered Voters:,,"24,424",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Mohammed S.I. Abah,,M,42,"6,270",44.6%,,,
PNC,Bawah Mamshie Ali,,M,47,"3,879",27.6%,,,
NRP,Jabanyit A. Samuel,,M,28,"2,504",17.8%,,,
CPP,Joseph K. Lanzari,,M,57,965,6.9%,,,
NPP,Abubakar S. Malba,,M,40,453,3.2%,,,
,,Total Votes Cast,"14,908",Valid Votes,"14,071",Rejected Votes,837,Turn-Out:,61.0%
Constituency,,CHOGGO/TISHIGU,,,,Registered Voters:,,"89,158",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Alhaji Abukari Sumani,,M,54,"18,937",35.4%,,,
NPP,Adam Mohammed Amin,,M,26,"18,585",34.7%,,,
CPP,Gamel Nasser Adam,,M,44,"13,816",25.8%,,,
PNC,Issah Ahmed,,M,35,"1,293",2.4%,,,
NRP,Alhaji M. Haroon,,M,41,682,1.3%,,,
UGM,Yunus Macdana,,M,29,185,0.3%,,,
,,Total Votes Cast,"54,043",Valid Votes,"53,498",Rejected Votes,545,Turn-Out:,60.6%
Constituency,,DAMANGO/DABOYA,,,,Registered Voters:,,"27,682",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Alex S. Sofo,,M,45,"8,012",45.9%,,,
NDC,Nelson Y. Yakubu,,M,57,"7,665",43.9%,,,
PNC,Abudulai Adams,,M,63,703,4.0%,,,
CPP,Alidu Mahama,,M,45,549,3.1%,,,
NRP,Ewuntomah C. Boreche,,F,42,377,2.2%,,,
UGM,Skido A. Ewuntomah,,M,49,143,0.8%,,,
,,Total Votes Cast,"18,121",Valid Votes,"17,449",Rejected Votes,672,Turn-Out:,65.5%
12 December 2007,,,,,,,Page 39 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,NORTHERN,,,,,,,
Constituency,,GUKPEGU/SABONGIDA,,,,Registered Voters:,,"91,058",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Mustapha A. Idris,,M,45,"24,819",45.5%,,,
NDC,Abdul-Nashiru Essahaku,,M,39,"22,255",40.8%,,,
CPP,Iddirisu H.Ayuba,,M,43,"6,764",12.4%,,,
NRP,Wahab Ali,,M,38,463,0.8%,,,
UGM,Mumuni Fatawu,,M,27,190,0.3%,,,
PNC,Amusah Fuseini,,M,28,,,,,
,,Total Votes Cast,"55,486",Valid Votes,"54,491",Rejected Votes,995,Turn-Out:,60.9%
Constituency,,GUSHIEGU/KARAGA,,,,Registered Voters:,,"57,609",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Iddrisu Hudu,,M,41,"18,524",50.9%,,,
NPP,Rita Tani Iddi,,F,51,"12,686",34.8%,,,
CPP,Alhassan M. Yahaya,,M,55,"3,181",8.7%,,,
PNC,Moli Majeed,,M,50,"1,537",4.2%,,,
